address,suburb,price,bedrooms,bathrooms,garage,landarea,floorarea,buildarea,neareststn,neareststndist,postcode,nearestsch,nearestschdist,nearestschrnk
14 Condro Bend,Sinagra,565000,4,2,2,542,175,2008,Joondalup Station,4000,6065,WANNEROO SECONDARY COLLEGE,2.716549785,131
14 Connell Street,Belmont,415000,3,1,1,801,120,1965,Ashfield Station,4300,6104,BELMONT CITY COLLEGE,0.847097594,57
14 Connelly Place,Mount Helena,608000,4,2,2,2005,200,2009,Midland Station,20900,6082,EASTERN HILLS SENIOR HIGH SCHOOL,1.002354432,105
14 Connolly Mews,Atwell,480000,4,2,NULL,564,158,1999,Cockburn Central Station,2000,6164,ATWELL COLLEGE,0.582628717,129
14 Coolangatta Retreat,Hillarys,810000,3,2,2,383,166,2001,Whitfords Station,4200,6025,ST MARK'S ANGLICAN COMMUNITY SCHOOL,1.039463627,58
14 Coolga Road,Koongamia,185000,3,1,NULL,692,91,1963,Midland Station,4300,6056,SWAN VIEW SENIOR HIGH SCHOOL,2.351386674,
14 Coombe Street,Bayswater,544000,2,1,1,471,102,1951,Meltham Station,317,6053,CHISHOLM CATHOLIC COLLEGE,1.311247427,29
14 Coomer Elbow,South Guildford,315000,4,2,NULL,571,110,NULL,East Guildford Station,2300,6055,GUILDFORD GRAMMAR SCHOOL,2.472977599,52
14 Coral Vine Loop,Jarrahdale,830000,3,2,4,4039,250,2009,Armadale Station,21600,6124,COURT GRAMMAR SCHOOL,10.09904839,
14 Coran Gardens,Warnbro,370000,4,2,2,611,160,NULL,Warnbro Station,1300,6169,SOUTH COAST BAPTIST COLLEGE,1.532410647,
14 Corella Street,Lesmurdie,525000,3,1,2,1012,98,1969,Madding,8600,6076,ST BRIGID'S COLLEGE,0.747792265,99
14 Coronado Ridge,Iluka,765000,4,2,2,716,317,1998,Currambine Station,2500,6028,PRENDIVILLE CATHOLIC COLLEGE,1.466821219,60
14 Corsock Loop,Kinross,593500,4,2,2,605,247,2009,Currambine Station,797,6028,LAKE JOONDALUP BAPTIST COLLEGE,2.519178943,80
14 Cotswold Parade,Aubin Grove,582500,4,2,2,576,200,2007,Cockburn Central Station,5000,6164,ATWELL COLLEGE,2.829700282,129
14 Cowper Road,Sorrento,1350000,4,2,2,1103,316,1967,Greenwood Station,3200,6020,SACRED HEART COLLEGE,0.845851559,19
14 Cowrie Place,Mullaloo,915000,5,3,2,885,219,1980,Edgewater Station,3200,6027,BELRIDGE SECONDARY COLLEGE,1.767271906,102
14 Craghill Way,Oakford,980000,4,3,4,21893,288,1986,Armadale Station,9200,6121,DALE CHRISTIAN SCHOOL,7.695723386,
14 Crimson Way,Harrisdale,445000,4,2,2,392,133,2010,Cockburn Central Station,6400,6112,CAREY BAPTIST COLLEGE,1.513140046,62
14 Crossman Pass,Salter Point,2100000,4,4,2,509,419,2003,Canning Bridge Station,1100,6152,AQUINAS COLLEGE,0.8340793,23
14 Cumbor Way,Samson,610000,4,2,2,892,220,1981,Murdoch Station,5300,6163,SETON CATHOLIC COLLEGE,0.252808791,91
14 Currambine Boulevard,Currambine,410000,3,1,1,406,92,1995,Currambine Station,429,6028,LAKE JOONDALUP BAPTIST COLLEGE,1.888515058,80
14 Dalaroo Court,Cooloongup,315000,4,2,1,639,156,1993,Rockingham Station,903,6168,SOUTH COAST BAPTIST COLLEGE,1.928784613,
14 Daley Court,Rockingham,362500,4,2,2,665,154,NULL,Rockingham Station,3200,6168,ROCKINGHAM SENIOR HIGH SCHOOL,1.055902112,
14 Damper Place,High Wycombe,439000,5,2,4,600,170,1994,Midland Station,5200,6057,DARLING RANGE SPORTS COLLEGE,4.42564316,137
14 Darling Street,White Gum Valley,407000,4,2,NULL,326,120,2015,Fremantle Station,3400,6162,FREMANTLE COLLEGE,1.15120482,128
14 Darrowby Place,Sawyers Valley,585000,4,2,3,1845,175,2003,Midland Station,19500,6074,MUNDARING CHRISTIAN COLLEGE,2.558825824,
14 Darter Way,Maida Vale,655000,3,2,3,2002,207,2002,Midland Station,7300,6057,DARLING RANGE SPORTS COLLEGE,2.246080932,137
14 Darton Loop,Bertram,340000,3,2,2,252,110,NULL,Kwinana Station,296,6167,THE KING'S COLLEGE,1.891224147,
14 Daytona Drive,Iluka,1065000,4,3,NULL,694,373,2007,Currambine Station,2100,6028,PRENDIVILLE CATHOLIC COLLEGE,2.959007517,60
14 Dean Road,Jandakot,725000,4,2,2,724,244,2001,Cockburn Central Station,2800,6164,LAKELAND SENIOR HIGH SCHOOL,1.350378361,
14 Dearle Street,Hamilton Hill,410000,3,2,2,734,90,1963,Murdoch Station,5500,6163,SETON CATHOLIC COLLEGE,1.038451197,91
14 Delaney Road,Aveley,485000,4,2,2,540,200,NULL,East Guildford Station,13400,6069,HOLY CROSS COLLEGE,0.86885001,98
14 Denmark Way,Warwick,580000,4,1,1,786,182,1971,Warwick Station,1500,6024,WARWICK SENIOR HIGH SCHOOL,0.720476306,
14 Descanso Loop,Aubin Grove,655000,4,2,2,558,222,2011,Cockburn Central Station,5400,6164,ATWELL COLLEGE,3.272283514,129
14 Devon Road,Swanbourne,1275000,4,2,1,433,183,1920,Swanbourne Station,509,6010,SCOTCH COLLEGE,0.438312881,24
14 Deyoung Road,Craigie,448000,3,1,2,680,102,1970,Whitfords Station,1500,6025,BELRIDGE SECONDARY COLLEGE,2.26153838,102
14 Didcot Street,Southern River,707000,4,2,2,443,328,2015,Thornlie Station,5900,6110,PROVIDENCE CHRISTIAN COLLEGE,1.492743828,38
14 Dilali Road,City Beach,1800000,4,3,2,762,275,1965,Swanbourne Station,5900,6015,NEWMAN COLLEGE,2.099222815,44
14 Doddington Way,Quinns Rocks,645000,4,2,3,621,225,2002,Butler Station,2300,6030,BUTLER COLLEGE,1.638514966,39
14 Doherty Street,Embleton,342000,3,1,1,888,100,1969,Bayswater Station,1500,6062,JOHN FORREST SECONDARY COLLEGE,1.268599816,74
14 Dolphin Road,Safety Bay,590000,3,1,1,856,110,1969,Rockingham Station,3100,6169,SAFETY BAY SENIOR HIGH SCHOOL,0.643079281,136
14 Doriot Way,Carine,670000,3,2,2,684,133,1976,Warwick Station,1900,6020,CARINE SENIOR HIGH SCHOOL,0.844172109,47
14 Dorney Esplanade,Champion Lakes,260000,3,1,NULL,424,190,2015,Kelmscott Station,1900,6111,JOHN WOLLASTON ANGLICAN COMMUNITY SCHOOL,1.708147709,40
14 Drammen Elbow,Merriwa,357000,4,2,2,599,139,1995,Butler Station,3300,6030,ALKIMOS BAPTIST COLLEGE,0.45922735,
14 Dunstan Place,Murdoch,650000,3,2,2,701,200,1987,Murdoch Station,1300,6150,CORPUS CHRISTI COLLEGE,0.743469903,28
14 Duomo Way,Harrisdale,436000,3,2,2,280,142,2013,Cockburn Central Station,6500,6112,CAREY BAPTIST COLLEGE,2.15749872,62
14 Durack Way,Padbury,430000,3,1,3,734,108,1970,Whitfords Station,1900,6025,ST MARK'S ANGLICAN COMMUNITY SCHOOL,1.950849568,58
14 Edenbrooke Terrace,Clarkson,315000,3,2,2,400,122,2006,Clarkson Station,758,6030,YOUTH FUTURES COMMUNITY SCHOOL,1.018674317,
14 Edith Road,Safety Bay,700000,4,2,6,727,199,1993,Rockingham Station,3700,6169,SAFETY BAY SENIOR HIGH SCHOOL,1.342514914,136
14 Ednah Street,Wembley Downs,1100000,3,2,2,503,194,1995,Glendalough Station,4300,6019,NEWMAN COLLEGE,0.876715684,44
14 Edwards Entrance,Stratton,405000,4,2,1,438,155,1993,Midland Station,4400,6056,SWAN VIEW SENIOR HIGH SCHOOL,1.971249989,
14 Elder Way,Bellevue,370000,3,1,1,700,102,1982,Midland Station,3600,6056,SWAN VIEW SENIOR HIGH SCHOOL,2.055266172,
14 Electra Street,Bateman,870000,4,2,2,850,153,1966,Bull Creek Station,646,6150,CORPUS CHRISTI COLLEGE,1.101669824,28
14 Emerald Drive,Carabooda,980000,4,2,2,20038,371,2002,Butler Station,4200,6033,BUTLER COLLEGE,5.728188856,39
14 Emerald Way,Edgewater,517000,3,1,1,680,108,1982,Edgewater Station,656,6027,MATER DEI COLLEGE,0.53544415,104
14 Endgate Court,Parkwood,520000,4,2,2,826,182,1989,Thornlie Station,4000,6147,ONESCHOOL GLOBAL WA,0.88254761,
14 Escalona Turn,Seville Grove,405000,4,2,2,600,213,NULL,Sherwood Station,2300,6112,CECIL ANDREWS COLLEGE,0.595508056,139
14 Essex Street,Bayswater,920000,4,2,2,310,251,NULL,Bayswater Station,776,6053,CHISHOLM CATHOLIC COLLEGE,0.667838118,29
14 Etna Place,Rossmoyne,2400000,4,3,2,766,305,2000,Bull Creek Station,2400,6148,AQUINAS COLLEGE,1.228230835,23
14 Evergreen Grove,Forrestfield,730000,4,2,2,429,379,NULL,Madding,8400,6058,HILLSIDE CHRISTIAN COLLEGE,0.221562212,
14 Evershed Street,Myaree,800000,5,1,1,753,196,1969,Bull Creek Station,3600,6154,MELVILLE SENIOR HIGH SCHOOL,1.427136066,61
14 Fairlead Link,South Guildford,750000,4,2,2,541,270,2015,East Guildford Station,1100,6055,GUILDFORD GRAMMAR SCHOOL,1.196563806,52
14 Fairway Place,Cooloongup,298500,3,1,1,450,104,1993,Rockingham Station,1100,6168,KOLBE CATHOLIC COLLEGE,2.333881799,97
14 Farrier Lane,White Gum Valley,610000,4,2,2,967,135,1992,Fremantle Station,2600,6162,FREMANTLE COLLEGE,1.056103873,128
14 Fennager Way,Calista,275000,4,1,2,706,116,1967,Wellard Station,2300,6167,GILMORE COLLEGE,1.285190701,138
14 Ferrolana Court,Stratton,399000,4,2,1,685,148,1993,Midland Station,4700,6056,SWAN VIEW SENIOR HIGH SCHOOL,2.439633884,
14 Fifth Avenue,Rossmoyne,1150000,4,2,2,809,250,1976,Bull Creek Station,2300,6148,ROSSMOYNE SENIOR HIGH SCHOOL,1.364802903,16
14 Finch Close,Langford,520000,3,1,2,780,102,1989,Thornlie Station,1000,6147,LANGFORD ISLAMIC COLLEGE,0.655351911,85
14 Flowerfield Loop,Southern River,864500,4,2,2,752,288,2012,Thornlie Station,6900,6110,CAREY BAPTIST COLLEGE,1.409503226,62
14 Floyd Street,Trigg,1410000,4,2,2,484,236,1965,Warwick Station,4900,6029,ST MARY'S ANGLICAN GIRLS' SCHOOL,1.292526753,7
14 Ford Street,Woodbridge,630000,2,2,2,486,121,NULL,Woodbridge Station,210,6056,GOVERNOR STIRLING SENIOR HIGH SCHOOL,0.442433493,130
14 Forge Lane,Henley Brook,435000,4,2,2,510,167,2004,East Guildford Station,11000,6055,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,0.841450496,53
14 Forillion Avenue,Bibra Lake,605000,4,2,2,620,212,2001,Murdoch Station,5200,6163,PERTH WALDORF SCHOOL,1.410438365,
14 Frangipani Loop,Marangaroo,450000,4,2,2,552,173,1994,Warwick Station,5500,6064,GIRRAWHEEN SENIOR HIGH SCHOOL,1.31685042,
14 Freeman Way,Marmion,695000,4,1,1,727,144,1979,Greenwood Station,2900,6020,DUNCRAIG SENIOR HIGH SCHOOL,1.680953739,32
14 Freeth Place,Mariginiup,1500000,4,2,2,22804,280,1981,Currambine Station,6500,6078,JOSEPH BANKS SECONDARY COLLEGE,1.785419239,92
14 Fremnells Vale,Cardup,280000,4,2,2,19975,253,2008,Armadale Station,11900,6122,COURT GRAMMAR SCHOOL,1.563558722,
14 Freshwater Promenade,Bennett Springs,450000,4,2,2,500,155,NULL,Bassendean Station,5000,6063,KIARA COLLEGE,2.314726208,
14 Freshwater Way,Secret Harbour,320000,4,2,2,574,199,2005,Warnbro Station,8500,6173,COMET BAY COLLEGE,1.392357887,35
14 Friarbird Terrace,Beeliar,490000,3,2,2,512,146,NULL,Cockburn Central Station,4400,6164,DIVINE MERCY COLLEGE,1.610363181,
14 Fusus Lane,Jindalee,544000,3,2,2,240,153,2015,Butler Station,1300,6036,BUTLER COLLEGE,2.8211513,39
14 Fyfield Way,Bedfordale,620000,4,2,6,3162,255,2007,Armadale Station,5000,6112,SOUTHERN HILLS CHRISTIAN COLLEGE,2.971701826,
14 Gale Court,Calista,350000,4,2,2,834,190,1986,Wellard Station,2600,6167,GILMORE COLLEGE,0.909628098,138
14 Galleon Court,Safety Bay,490000,4,2,2,846,177,1990,Rockingham Station,2800,6169,SAFETY BAY SENIOR HIGH SCHOOL,0.577987252,136
14 Galloway Street,Attadale,1365000,4,3,2,943,235,1970,North Fremantle Station,4500,6156,SANTA MARIA COLLEGE,1.150018939,10
14 Galway Court,Mindarie,670000,4,2,2,855,207,1998,Clarkson Station,2600,6030,YOUTH FUTURES COMMUNITY SCHOOL,0.867304076,
14 Gamboge Street,Eglinton,309000,4,2,NULL,552,220,2016,Butler Station,5000,6034,YANCHEP SECONDARY COLLEGE,5.657379905,
14 Garnsworthy Grove,Stratton,380000,3,2,2,529,139,1991,Midland Station,4300,6056,SWAN VIEW SENIOR HIGH SCHOOL,1.930938978,
14 Geordie Court,Coogee,865000,3,2,4,764,258,1998,Fremantle Station,8000,6166,PORT SCHOOL,4.416639178,
14 Gilbank Crescent,Kinross,610000,4,2,3,612,241,2005,Currambine Station,2000,6028,YOUTH FUTURES COMMUNITY SCHOOL,3.092453254,
14 Glacier Way,Jandakot,560000,4,2,2,386,151,2002,Cockburn Central Station,2500,6164,LAKELAND SENIOR HIGH SCHOOL,0.810258209,
14 Glastonbury Way,Wattle Grove,645000,4,2,2,601,267,2007,Madding,5100,6107,REHOBOTH CHRISTIAN COLLEGE,3.335762446,
14 Glebe Close,Mindarie,580000,4,2,2,740,240,2000,Clarkson Station,2400,6030,YOUTH FUTURES COMMUNITY SCHOOL,0.893490454,
14 Gleneagles Close,Connolly,585000,4,2,1,707,165,1986,Joondalup Station,1300,6027,PRENDIVILLE CATHOLIC COLLEGE,1.716625438,60
14 Glenroyd Street,Mount Lawley,1180000,3,1,2,842,219,1920,Mount Lawley Station,1200,6050,PERTH COLLEGE,0.572948506,9
14 Glenstar Rise,Edgewater,601000,4,2,5,703,145,1986,Edgewater Station,1700,6027,MATER DEI COLLEGE,0.804289856,104
14 Glick Road,Coolbinia,855000,4,2,2,711,325,2014,Perth Station,4100,6050,MOUNT LAWLEY SENIOR HIGH SCHOOL,1.188317638,20
14 Golden Ash Gardens,Helena Valley,462500,4,2,2,619,168,1996,Midland Station,4100,6056,YOUTH FUTURES COMMUNITY SCHOOL,3.730487336,
14 Goolema Place,Wanneroo,305000,3,1,2,741,144,1974,Joondalup Station,4400,6065,WANNEROO SECONDARY COLLEGE,0.897660885,131
14 Gosnells Road,Martin,570000,4,2,6,2023,150,1975,Gosnells Station,2600,6110,LUMEN CHRISTI COLLEGE,1.662445448,122
14 Gouldian Circuit,Alkimos,371000,3,1,1,284,122,2015,Butler Station,2100,6038,BUTLER COLLEGE,4.096537878,39
14 Gower Court,Willetton,570000,4,2,NULL,754,160,1986,Murdoch Station,4000,6155,ONESCHOOL GLOBAL WA,1.172052975,
14 Graham Road,Menora,882000,2,1,NULL,835,303,1996,Perth Station,3600,6050,MOUNT LAWLEY SENIOR HIGH SCHOOL,1.199063145,20
14 Grand Paradiso Parade,Merriwa,395000,4,2,2,500,152,2006,Butler Station,3100,6030,ALKIMOS BAPTIST COLLEGE,0.506617486,
14 Grassbird Parade,Gwelup,1200000,4,2,2,550,297,2009,Warwick Station,2300,6018,CARINE SENIOR HIGH SCHOOL,2.122010276,47
14 Green Street,Joondanna,745000,3,1,10,655,150,1947,Glendalough Station,2000,6060,ARANMORE CATHOLIC COLLEGE,1.469670398,106
14 Greenough Court,Jane Brook,530000,4,2,2,740,182,2000,Midland Station,5900,6056,SWAN VIEW SENIOR HIGH SCHOOL,3.353289274,
14 Greenshank Road,Harrisdale,475000,4,2,2,574,188,2009,Cockburn Central Station,7000,6112,CAREY BAPTIST COLLEGE,1.209274157,62
14 Grimwood Avenue,Gwelup,1100000,4,2,2,450,265,2013,Warwick Station,2700,6018,BALCATTA SENIOR HIGH SCHOOL,1.740624187,135
14 Gwynne Corner,Jane Brook,550000,4,2,2,809,285,2002,Midland Station,5800,6056,SWAN VIEW SENIOR HIGH SCHOOL,2.999668984,
14 Haflinger Drive,Henley Brook,505000,4,2,2,752,231,2003,East Guildford Station,10500,6055,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,1.147294813,53
14 Hanley Street,Stoneville,600000,5,2,NULL,2194,269,1985,Midland Station,16200,6081,MUNDARING CHRISTIAN COLLEGE,2.979312948,
14 Harbour Road,South Fremantle,1100000,2,2,2,473,140,1938,Fremantle Station,2500,6162,FREMANTLE COLLEGE,1.395960928,128
14 Hardey Road,Glen Forrest,508500,4,1,NULL,2025,131,1980,Midland Station,9800,6071,HELENA COLLEGE,1.192527816,78
14 Hardy Street,Bull Creek,625000,4,1,2,682,162,1974,Bull Creek Station,1400,6149,ALL SAINTS' COLLEGE,1.214319737,21
14 Harley Street,Highgate,780000,1,1,1,347,115,1915,McIver Station,1400,6003,PERTH COLLEGE,1.262612201,9
14 Harley Way,Medina,349000,3,1,1,756,83,1953,Kwinana Station,3200,6167,GILMORE COLLEGE,0.745834819,138
14 Harling Way,Bullsbrook,580000,4,2,2,2011,240,2005,Midland Station,26400,6084,HOLY CROSS COLLEGE,14.25662838,98
14 Harper Street,Woodbridge,805000,3,2,2,644,153,1925,Woodbridge Station,406,6056,GOVERNOR STIRLING SENIOR HIGH SCHOOL,0.626583333,130
14 Harris Place,Jarrahdale,375000,3,1,2,1064,96,1991,Armadale Station,20800,6124,COURT GRAMMAR SCHOOL,9.717164351,
14 Haslemere Drive,Mount Nasura,495000,4,2,4,848,220,1970,Sherwood Station,933,6112,SOWILO COMMUNITY HIGH SCHOOL,0.966633574,
14 Hatherley Parade,Winthrop,885000,4,2,2,745,216,1988,Murdoch Station,2400,6150,CORPUS CHRISTI COLLEGE,1.378405446,28
14 Hawke Pass,Bateman,940000,5,3,2,742,276,1987,Bull Creek Station,1300,6150,CORPUS CHRISTI COLLEGE,0.326642786,28
14 Hawthorn Street,Wattle Grove,538000,4,2,2,438,166,2015,Kenwick Station,4500,6107,DARLING RANGE SPORTS COLLEGE,3.757863679,137
14 Heacham Avenue,Hocking,468000,4,2,2,600,148,1997,Edgewater Station,3300,6065,ALTA-1,0.98393856,
14 Heard Way,Glendalough,517000,2,1,2,416,102,1969,Glendalough Station,850,6016,BOLD PARK COMMUNITY SCHOOL,0.501465196,
14 Hebe Lane,Woodbridge,625000,4,2,2,220,172,2011,Midland Station,229,6056,YOUTH FUTURES COMMUNITY SCHOOL,0.770674596,
14 Hedgeley Corner,Landsdale,575000,4,2,2,793,207,2000,Whitfords Station,7300,6065,LANDSDALE CHRISTIAN SCHOOL,1.368504086,
14 Hennessy Avenue,Orelia,227000,3,1,2,758,110,1971,Kwinana Station,1900,6167,GILMORE COLLEGE,0.761818107,138
14 Henty Grove,Helena Valley,485000,3,2,2,282,128,2015,Midland Station,4500,6056,TREETOPS MONTESSORI SCHOOL,3.802290275,
14 Heppell Gardens,Clarkson,355000,4,2,NULL,607,133,1994,Clarkson Station,2800,6030,QUINNS BAPTIST COLLEGE,0.321625854,118
14 Herdsman Court,Success,496000,4,2,2,752,207,1999,Cockburn Central Station,1600,6164,EMMANUEL CATHOLIC COLLEGE,1.306497179,58
14 Heritage Terrace,Gnangara,860000,4,2,4,10100,200,1994,Edgewater Station,8700,6077,LANDSDALE CHRISTIAN SCHOOL,3.177467254,
14 Hewson Place,Maida Vale,865000,5,2,7,1913,215,1983,Midland Station,7800,6057,DARLING RANGE SPORTS COLLEGE,2.212361776,137
14 Higham Hill,Swan View,375000,3,1,1,865,155,1982,Midland Station,3800,6056,SWAN VIEW SENIOR HIGH SCHOOL,1.342224718,
14 Highroyd Street,Menora,1222000,3,2,2,836,150,1927,Mount Lawley Station,2100,6050,MOUNT LAWLEY SENIOR HIGH SCHOOL,0.636233267,20
14 Hilliger Turn,Jane Brook,680000,4,1,NULL,597,260,2015,Midland Station,6400,6056,SWAN VIEW SENIOR HIGH SCHOOL,3.307791683,
14 Hillside Road,Mount Richon,415000,5,2,4,719,158,1989,Armadale Station,943,6112,ARMADALE SENIOR HIGH SCHOOL,1.135264395,
14 Hillwater Promenade,Bennett Springs,482500,4,2,2,545,171,NULL,Bassendean Station,4800,6063,KIARA COLLEGE,1.861586306,
14 Hirani Link,Aveley,400000,3,2,2,430,147,2010,East Guildford Station,12900,6069,HOLY CROSS COLLEGE,1.172710296,98
14 Hobbs Avenue,Dalkeith,2150000,4,2,2,1100,242,1939,Shen,3900,6009,SANTA MARIA COLLEGE,2.98652527,10
14 Holborn Close,Kingsley,540000,3,1,1,686,125,1984,Greenwood Station,995,6026,ST STEPHEN'S SCHOOL,1.302421836,31
14 Hollybush Way,Kelmscott,215000,3,1,2,678,78,1972,Challis Station,1200,6111,SOWILO COMMUNITY HIGH SCHOOL,1.069037581,
14 Hope Avenue,Manning,1350000,4,2,2,524,214,2010,Canning Bridge Station,1400,6152,AQUINAS COLLEGE,0.756524409,23
14 Hope Street,Watermans Bay,869000,3,1,2,584,262,2011,Warwick Station,3700,6020,CARINE SENIOR HIGH SCHOOL,1.766415164,47
14 Horner Way,Herne Hill,325000,3,1,2,809,103,1970,Midland Station,7500,6056,SWAN CHRISTIAN COLLEGE,3.703114859,93
14 Horrocks Road,Byford,345000,4,1,NULL,417,138,2014,Armadale Station,8500,6122,BYFORD SECONDARY COLLEGE,1.820963429,116
14 HOWDEN Street,Brabham,475000,4,2,2,570,237,NULL,East Guildford Station,9000,6055,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,2.521582475,53
14 Huntley Close,East Cannington,546000,4,2,2,607,200,1998,Beckenham Station,2400,6107,ST NORBERT COLLEGE,2.483113875,42
14 Huntress Avenue,North Coogee,1030000,4,2,3,441,245,2011,Fremantle Station,6200,6163,PORT SCHOOL,2.68642399,
14 Hurd Road,Bullsbrook,409000,5,2,2,1032,168,1992,Midland Station,26000,6084,HOLY CROSS COLLEGE,14.05270848,98
14 Hurstford Close,Peppermint Grove,875000,1,1,1,1296,92,NULL,Cottesloe Station,500,6011,PRESBYTERIAN LADIES COLLEGE,0.339476756,11
14 Hutchinson Boulevard,Byford,510000,4,2,2,576,209,2013,Armadale Station,7900,6122,BYFORD SECONDARY COLLEGE,1.601067359,116
14 Inquirer Lane,Stratton,391000,4,2,2,569,136,1994,Midland Station,4500,6056,SWAN CHRISTIAN COLLEGE,2.42548271,93
14 Investigator Parade,Jindalee,699000,4,2,2,587,304,2005,Butler Station,1900,6036,BUTLER COLLEGE,1.15961605,39
14 Iroquois Gardens,Joondalup,542000,4,2,2,705,183,1993,Currambine Station,992,6027,LAKE JOONDALUP BAPTIST COLLEGE,1.261131373,80
14 Jardine Court,Thornlie,449000,4,2,2,684,141,NULL,Thornlie Station,1900,6108,THORNLIE SENIOR HIGH SCHOOL,0.744170828,125
14 Jasper Way,Edgewater,565000,4,2,4,758,160,1990,Edgewater Station,1400,6027,MATER DEI COLLEGE,0.592034962,104
14 Jeanhulley Road,High Wycombe,475000,3,1,1,1086,108,1978,Midland Station,5800,6057,DARLING RANGE SPORTS COLLEGE,3.61174849,137
14 Jennifer Way,Rossmoyne,1580000,4,2,2,826,323,1963,Bull Creek Station,2200,6148,AQUINAS COLLEGE,1.065005456,23
14 Jitti Court,South Guildford,475000,4,2,2,493,119,2000,East Guildford Station,2100,6055,GUILDFORD GRAMMAR SCHOOL,2.33930096,52
14 John Forrest Circuit,Bertram,420000,4,2,2,604,191,2006,Kwinana Station,2200,6167,THE KING'S COLLEGE,0.853802645,
14 John Street,Gooseberry Hill,480000,4,1,2,1019,146,1972,Midland Station,7900,6076,TREETOPS MONTESSORI SCHOOL,3.494506593,
14 Jonquil Street,Eglinton,485000,4,2,2,510,228,NULL,Butler Station,5100,6034,YANCHEP SECONDARY COLLEGE,5.583112263,
14 Jouissance Bend,Atwell,575000,4,2,2,695,217,2004,Cockburn Central Station,2500,6164,ATWELL COLLEGE,0.458607587,129
14 Karalla Elbow,Quinns Rocks,723000,4,2,2,600,231,NULL,Butler Station,3200,6030,ALKIMOS BAPTIST COLLEGE,1.627266999,
14 Karoo Way,Pearsall,513000,4,2,2,660,202,2003,Edgewater Station,4000,6065,ALTA-1,0.917612499,
14 Karu Road,Kalamunda,545000,4,2,6,1180,179,1974,Madding,10300,6076,KALAMUNDA SENIOR HIGH SCHOOL,0.406826685,107
14 Kathleen Street,Trigg,1670000,4,2,4,809,212,NULL,Stirling Station,5300,6029,ST MARY'S ANGLICAN GIRLS' SCHOOL,1.209846177,7
14 Kearsley Rise,Murdoch,888000,3,2,3,760,236,1980,Murdoch Station,1400,6150,CORPUS CHRISTI COLLEGE,0.552865556,28
14 Kemp Court,Helena Valley,615000,4,2,2,623,200,2010,Midland Station,3700,6056,YOUTH FUTURES COMMUNITY SCHOOL,3.308331561,
14 Kennard Street,Kensington,955000,4,2,2,766,204,2001,Carlisle Station,2300,6151,KENT STREET SENIOR HIGH SCHOOL,0.660686544,93
14 KENSEI Road,Baldivis,395000,4,2,2,573,221,2009,Warnbro Station,4900,6171,BALDIVIS SECONDARY COLLEGE,1.446969393,134
14 Kilfoyle Rise,Bedfordale,760000,4,2,5,3025,288,2009,Armadale Station,4900,6112,SOUTHERN HILLS CHRISTIAN COLLEGE,3.041720199,
14 Killara Way,Craigie,410000,3,1,1,666,96,1975,Edgewater Station,1300,6025,BELRIDGE SECONDARY COLLEGE,1.332601474,102
14 Kilmaine Road,Ridgewood,174000,4,2,NULL,549,161,NULL,Butler Station,3300,6030,ALKIMOS BAPTIST COLLEGE,0.926847836,
14 Kinbrace Way,Lynwood,474500,3,1,2,688,119,1972,Thornlie Station,2100,6147,LANGFORD ISLAMIC COLLEGE,0.706222517,85
14 Kingfisher Way,Singleton,425000,5,2,2,570,236,2008,Mandurah Station,10300,6175,COMET BAY COLLEGE,2.291811445,35
14 Kingston Heath Mews,Jandakot,950000,4,2,2,641,320,1995,Cockburn Central Station,3100,6164,LAKELAND SENIOR HIGH SCHOOL,1.526373851,
